EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
14.053,8.848,12.195,12.133,6.740,4.324,1.884,5.037,-0.074,0.998,-0.147,0.519,0.061,0.793,60.000,127433.000,1.000
12.382,8.031,11.091,11.124,6.408,3.172,0.420,4.156,-0.073,0.998,-0.150,0.549,-0.031,0.793,60.000,127434.000,1.000
12.922,8.733,12.164,11.712,7.955,3.965,1.161,5.226,-0.074,1.001,-0.152,0.549,-0.031,0.793,60.000,127435.000,1.000
14.978,10.450,14.819,13.537,10.634,6.097,3.681,7.522,-0.072,1.003,-0.152,0.458,0.092,0.763,60.000,127436.000,1.000
16.793,11.548,16.847,15.073,12.713,8.018,5.985,9.522,-0.072,1.002,-0.150,0.519,0.061,0.824,60.000,127437.000,1.000
16.985,10.877,16.507,15.096,12.882,8.452,6.437,10.048,-0.074,1.004,-0.149,0.427,0.092,0.793,60.000,127438.000,1.000
15.596,8.867,14.135,13.804,11.191,7.237,5.024,8.962,-0.076,1.006,-0.147,0.427,-0.031,0.671,60.000,127439.000,1.000
13.651,6.807,11.431,12.315,8.623,5.030,2.727,6.895,-0.075,1.002,-0.150,0.366,0.000,0.732,60.000,127440.000,1.000
11.967,5.469,9.609,11.421,6.189,2.700,0.419,4.738,-0.077,1.003,-0.152,0.366,0.122,0.702,60.000,127441.000,1.000
10.643,4.769,8.647,11.121,4.546,1.029,-1.353,3.289,-0.077,1.003,-0.153,0.244,0.122,0.641,60.000,127442.000,1.000
9.567,4.528,8.149,11.171,4.110,0.546,-2.019,3.025,-0.076,1.001,-0.152,0.214,0.061,0.732,60.000,127443.000,1.000
8.979,5.039,8.291,11.641,5.088,1.347,-0.990,3.993,-0.074,1.001,-0.150,0.183,-0.031,0.732,60.000,127444.000,1.000
9.194,6.559,9.450,12.629,7.175,2.996,1.728,5.782,-0.073,0.999,-0.151,0.214,-0.031,0.610,60.000,127445.000,1.000
9.965,8.483,11.131,13.601,9.374,4.650,5.043,7.644,-0.072,1.000,-0.152,0.214,0.122,0.763,60.000,127446.000,1.000
10.570,9.599,12.007,13.534,10.530,5.507,7.315,8.830,-0.072,1.001,-0.153,0.275,0.122,0.793,60.000,127447.000,1.000
10.589,9.320,11.300,11.911,10.215,5.336,7.573,8.949,-0.073,1.005,-0.156,0.214,0.122,0.885,60.000,127448.000,1.000
10.282,8.306,9.702,9.352,8.976,4.582,6.209,8.096,-0.074,1.006,-0.152,0.275,0.122,0.977,60.000,127449.000,1.000
10.179,7.727,8.627,7.067,7.795,4.015,4.504,6.813,-0.076,1.007,-0.151,0.275,0.092,0.977,60.000,127450.000,1.000
10.477,8.142,8.740,5.785,7.377,4.288,3.598,5.885,-0.076,1.006,-0.151,0.092,0.061,0.885,60.000,127451.000,1.000
10.873,9.188,9.480,5.327,7.812,5.595,3.856,5.892,-0.074,1.000,-0.152,0.183,-0.061,0.854,60.000,127452.000,1.000
11.000,10.234,9.992,5.215,8.791,7.593,5.179,6.929,-0.074,0.996,-0.154,0.122,0.061,0.854,60.000,127453.000,1.000
10.857,11.061,10.167,5.399,10.033,9.639,7.640,8.779,-0.076,0.995,-0.152,0.244,0.031,0.916,60.000,127454.000,1.000
10.543,11.636,10.367,6.007,11.252,11.047,11.105,10.972,-0.077,0.993,-0.151,0.183,0.000,0.854,60.000,127455.000,1.000
9.657,11.412,10.296,6.558,11.753,11.120,14.151,12.562,-0.081,0.994,-0.148,0.305,-0.153,0.885,60.000,127456.000,1.000
7.484,9.489,8.883,6.084,10.611,9.342,14.412,12.446,-0.080,0.997,-0.148,0.397,-0.183,0.793,60.000,127457.000,1.000
3.964,5.794,5.682,4.268,7.633,5.932,10.789,10.291,-0.080,0.998,-0.153,0.488,-0.397,0.763,60.000,127458.000,1.000
0.143,1.666,1.867,2.045,3.849,1.992,4.826,6.920,-0.080,1.000,-0.151,0.580,-0.458,0.580,60.000,127459.000,1.000
-2.673,-1.256,-0.805,0.680,0.716,-1.175,-0.521,3.668,-0.077,1.003,-0.147,0.549,-0.549,0.458,60.000,127460.000,1.000
-4.101,-2.597,-1.903,0.378,-1.090,-2.952,-3.263,1.424,-0.076,1.005,-0.149,0.519,-0.641,0.458,60.000,127461.000,1.000
-4.776,-3.367,-2.614,0.136,-2.023,-3.647,-3.558,0.149,-0.076,1.007,-0.149,0.397,-0.610,0.397,60.000,127462.000,1.000
-5.375,-4.577,-4.107,-0.975,-2.924,-4.035,-2.953,-0.803,-0.075,1.006,-0.149,0.336,-0.641,0.366,60.000,127463.000,1.000
-5.975,-6.137,-6.150,-2.742,-4.120,-4.655,-2.712,-1.922,-0.072,1.006,-0.147,0.305,-0.671,0.336,60.000,127464.000,1.000
-6.453,-7.257,-7.686,-4.232,-5.275,-5.425,-2.931,-3.103,-0.072,1.007,-0.149,0.244,-0.610,0.427,60.000,127465.000,1.000
