EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
6.554,3.844,4.107,8.481,7.822,5.472,6.389,5.575,-0.068,0.942,-0.366,0.824,0.214,0.946,73.333,217736.000,1.000
-3.226,-5.189,-5.624,2.563,-0.993,-3.030,-3.378,-2.693,-0.069,0.941,-0.366,0.793,0.153,0.977,73.333,217737.000,1.000
-11.311,-11.872,-13.196,-1.628,-8.210,-10.189,-11.776,-9.146,-0.071,0.939,-0.364,0.702,0.214,0.885,73.333,217738.000,1.000
-13.694,-12.931,-15.138,-1.378,-10.549,-13.050,-15.355,-10.824,-0.072,0.939,-0.364,0.732,0.092,0.885,73.333,217739.000,1.000
-8.931,-7.353,-10.436,3.963,-6.719,-10.298,-12.667,-6.862,-0.073,0.940,-0.365,0.793,0.031,0.854,73.333,217740.000,1.000
0.650,2.851,-1.413,12.185,1.520,-3.345,-5.383,0.726,-0.071,0.939,-0.361,0.854,-0.061,0.916,73.333,217741.000,1.000
10.106,13.290,7.278,19.148,10.001,4.151,2.503,8.116,-0.068,0.940,-0.358,0.916,-0.183,0.946,73.333,217742.000,1.000
14.892,19.360,11.303,21.256,14.547,8.412,7.191,12.123,-0.069,0.942,-0.362,0.977,-0.153,1.068,73.333,217743.000,1.000
13.038,18.356,8.698,17.312,13.085,7.505,6.973,11.656,-0.067,0.939,-0.363,0.977,-0.092,1.282,73.333,217744.000,1.000
5.341,10.490,0.148,8.528,6.221,2.039,2.418,7.331,-0.070,0.939,-0.365,1.068,-0.092,1.434,73.333,217745.000,1.000
-5.491,-1.402,-11.732,-2.461,-3.452,-5.515,-4.470,0.602,-0.072,0.936,-0.361,0.977,-0.244,1.617,73.333,217746.000,1.000
-15.926,-13.213,-23.397,-12.486,-12.608,-12.240,-11.233,-6.574,-0.073,0.937,-0.362,1.038,-0.336,1.770,73.333,217747.000,1.000
-22.704,-21.186,-31.411,-18.647,-18.382,-15.876,-15.577,-11.881,-0.075,0.937,-0.359,1.251,-0.488,1.801,73.333,217748.000,1.000
-23.962,-23.215,-33.514,-19.323,-19.239,-15.452,-15.950,-13.341,-0.075,0.939,-0.359,1.373,-0.702,1.892,73.333,217749.000,1.000
-19.803,-19.428,-29.386,-14.687,-15.266,-11.400,-12.022,-10.168,-0.072,0.943,-0.362,1.343,-0.824,1.953,73.333,217750.000,1.000
-12.235,-12.036,-20.878,-6.601,-8.164,-5.428,-5.079,-3.405,-0.070,0.945,-0.362,1.343,-1.038,2.045,73.333,217751.000,1.000
-4.505,-4.423,-11.492,1.765,-0.917,-0.228,2.014,4.039,-0.067,0.947,-0.363,1.282,-1.007,2.106,73.333,217752.000,1.000
0.317,0.570,-4.781,7.134,3.534,1.760,6.108,8.703,-0.063,0.946,-0.361,1.068,-1.007,2.319,73.333,217753.000,1.000
0.543,1.810,-2.762,7.585,3.714,-0.335,5.467,8.473,-0.061,0.947,-0.361,0.946,-0.977,2.380,73.333,217754.000,1.000
-3.744,-0.271,-5.442,3.277,0.020,-5.518,0.521,3.645,-0.059,0.945,-0.355,0.824,-1.038,2.411,73.333,217755.000,1.000
