EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
15.283,11.094,12.053,12.805,10.204,6.004,6.548,5.096,-0.076,0.954,-0.309,0.275,-1.373,0.793,73.333,15560.000,1.000
19.151,21.451,18.012,18.233,16.891,14.154,10.578,8.386,-0.076,0.954,-0.312,0.244,-1.221,0.641,73.333,15561.000,1.000
21.501,30.490,22.423,22.058,22.208,20.681,13.544,10.860,-0.077,0.952,-0.310,0.275,-1.160,0.641,73.333,15562.000,1.000
20.573,34.410,23.115,22.118,24.080,24.236,14.515,11.307,-0.076,0.955,-0.308,0.183,-1.251,0.610,73.333,15563.000,1.000
15.518,30.489,18.846,17.619,21.189,23.142,12.882,9.103,-0.076,0.958,-0.307,0.214,-1.099,0.610,73.333,15564.000,1.000
7.592,19.474,10.576,9.987,14.107,16.637,8.969,4.993,-0.073,0.958,-0.309,0.153,-1.007,0.610,73.333,15565.000,1.000
-0.367,5.939,1.254,2.151,5.478,6.887,4.244,0.807,-0.072,0.957,-0.309,-0.031,-1.007,0.519,73.333,15566.000,1.000
-5.756,-4.735,-6.001,-3.144,-1.616,-2.084,0.347,-1.917,-0.071,0.954,-0.307,-0.061,-0.916,0.488,73.333,15567.000,1.000
-7.573,-9.553,-9.544,-4.529,-5.430,-7.301,-2.001,-2.867,-0.072,0.954,-0.307,-0.031,-0.854,0.580,73.333,15568.000,1.000
-6.577,-8.776,-9.570,-2.364,-6.012,-8.253,-3.067,-2.728,-0.073,0.954,-0.309,-0.061,-0.702,0.641,73.333,15569.000,1.000
-4.687,-5.252,-7.676,1.311,-4.780,-6.530,-3.611,-2.590,-0.072,0.956,-0.310,-0.061,-0.580,0.519,73.333,15570.000,1.000
-3.681,-2.426,-5.658,3.967,-3.395,-4.342,-4.267,-3.254,-0.073,0.956,-0.303,-0.061,-0.366,0.549,73.333,15571.000,1.000
-3.785,-1.747,-4.042,4.637,-2.418,-2.931,-4.975,-4.516,-0.073,0.955,-0.306,-0.092,-0.305,0.671,73.333,15572.000,1.000
-3.609,-1.945,-1.842,4.478,-1.017,-1.997,-4.952,-5.136,-0.074,0.955,-0.309,-0.122,-0.336,0.610,73.333,15573.000,1.000
-1.485,-0.529,2.241,5.385,2.143,-0.163,-3.213,-3.696,-0.074,0.956,-0.308,-0.275,-0.183,0.580,73.333,15574.000,1.000
2.918,4.141,8.330,8.277,7.507,3.581,0.467,0.195,-0.076,0.960,-0.309,-0.153,-0.092,0.519,73.333,15575.000,1.000
7.860,11.353,14.730,12.273,13.755,8.464,4.909,5.276,-0.075,0.961,-0.310,-0.275,0.000,0.610,73.333,15576.000,1.000
10.522,18.091,18.805,15.309,18.474,12.421,8.216,9.368,-0.073,0.964,-0.307,-0.366,0.061,0.824,73.333,15577.000,1.000
9.089,20.966,18.795,15.677,19.853,13.869,9.182,10.867,-0.074,0.963,-0.308,-0.366,0.183,0.793,73.333,15578.000,1.000
4.099,18.695,15.071,13.211,17.873,12.849,7.982,9.696,-0.075,0.964,-0.312,-0.366,0.397,0.854,73.333,15579.000,1.000
-1.975,12.909,9.797,9.266,14.094,10.584,5.728,7.020,-0.076,0.964,-0.312,-0.397,0.458,1.068,73.333,15580.000,1.000
-6.428,6.629,5.326,5.637,10.280,7.977,3.474,4.205,-0.078,0.966,-0.307,-0.397,0.458,1.099,73.333,15581.000,1.000
-7.899,2.126,2.794,3.372,7.214,4.972,1.576,1.957,-0.078,0.965,-0.307,-0.427,0.488,1.068,73.333,15582.000,1.000
-6.737,-0.205,1.956,2.454,4.669,1.346,-0.138,0.203,-0.080,0.963,-0.308,-0.488,0.427,1.068,73.333,15583.000,1.000
-4.173,-1.333,2.057,2.421,2.263,-2.401,-1.756,-1.331,-0.076,0.957,-0.309,-0.427,0.458,1.099,73.333,15584.000,1.000
-1.163,-1.796,2.852,3.176,0.329,-4.986,-2.836,-2.434,-0.073,0.954,-0.312,-0.397,0.549,1.038,73.333,15585.000,1.000
1.907,-0.799,4.696,4.980,-0.153,-5.050,-2.674,-2.477,-0.070,0.956,-0.313,-0.305,0.641,0.946,73.333,15586.000,1.000
4.569,2.401,7.573,7.564,1.356,-2.326,-1.135,-1.237,-0.071,0.962,-0.311,-0.183,0.824,1.068,73.333,15587.000,1.000
5.918,6.965,10.445,9.731,4.137,1.747,0.917,0.613,-0.072,0.967,-0.310,-0.244,0.916,1.190,73.333,15588.000,1.000
5.222,11.238,11.948,10.189,6.773,5.098,2.274,1.974,-0.071,0.967,-0.308,-0.366,0.793,1.099,73.333,15589.000,1.000
2.681,14.220,11.483,8.613,8.294,6.850,2.361,2.106,-0.071,0.962,-0.307,-0.580,0.824,1.129,73.333,15590.000,1.000
-0.589,15.382,9.394,5.727,8.527,7.574,1.471,1.001,-0.073,0.957,-0.309,-0.580,0.977,1.007,73.333,15591.000,1.000
-3.239,14.165,6.499,2.691,7.774,7.955,0.361,-0.691,-0.074,0.955,-0.309,-0.549,1.068,0.946,73.333,15592.000,1.000
-4.299,10.751,3.838,0.570,6.627,8.088,-0.154,-1.985,-0.075,0.958,-0.306,-0.488,1.068,0.763,73.333,15593.000,1.000
-3.406,6.689,2.489,-0.062,5.848,7.887,0.508,-2.098,-0.078,0.961,-0.305,-0.366,0.977,0.580,73.333,15594.000,1.000
-0.852,3.937,3.019,0.677,5.956,7.356,2.348,-0.904,-0.082,0.962,-0.306,-0.519,0.885,0.458,73.333,15595.000,1.000
2.561,3.580,5.161,2.269,6.988,6.695,4.747,1.102,-0.082,0.962,-0.305,-0.397,0.793,0.397,73.333,15596.000,1.000
5.833,5.697,8.084,4.158,8.662,6.521,6.914,3.185,-0.083,0.960,-0.306,-0.488,0.702,0.214,73.333,15597.000,1.000
7.900,9.644,10.730,5.643,10.404,7.438,8.237,4.590,-0.082,0.959,-0.305,-0.488,0.671,0.031,73.333,15598.000,1.000
7.875,13.972,12.107,6.022,11.393,9.410,8.449,4.799,-0.083,0.957,-0.306,-0.458,0.397,-0.122,73.333,15599.000,1.000
5.785,16.689,11.862,5.414,11.112,11.701,7.830,4.040,-0.083,0.955,-0.307,-0.549,0.366,-0.153,73.333,15600.000,1.000
2.941,16.325,10.617,4.986,9.810,13.156,7.019,3.316,-0.080,0.957,-0.304,-0.427,0.305,-0.214,73.333,15601.000,1.000
1.053,13.199,9.466,5.784,8.252,12.861,6.411,3.475,-0.080,0.957,-0.304,-0.427,0.153,-0.183,73.333,15602.000,1.000
0.940,9.353,9.094,7.608,7.073,10.732,5.853,4.378,-0.082,0.958,-0.306,-0.336,-0.061,-0.122,73.333,15603.000,1.000
2.137,6.527,9.353,9.296,6.299,7.253,4.898,5.145,-0.083,0.960,-0.305,-0.275,-0.153,-0.092,73.333,15604.000,1.000
3.397,4.697,9.561,9.784,5.473,3.101,3.281,4.959,-0.080,0.959,-0.304,-0.305,-0.275,0.122,73.333,15605.000,1.000
3.489,3.094,9.152,8.725,4.306,-0.728,1.216,3.584,-0.082,0.960,-0.303,-0.244,-0.366,0.275,73.333,15606.000,1.000
1.879,1.675,8.003,6.386,3.013,-3.186,-0.716,1.434,-0.084,0.958,-0.301,-0.122,-0.549,0.397,73.333,15607.000,1.000
-1.016,1.058,6.349,3.359,2.006,-3.806,-1.977,-0.686,-0.085,0.956,-0.303,0.000,-0.610,0.580,73.333,15608.000,1.000
-4.136,1.671,4.603,0.423,1.533,-2.806,-2.400,-2.038,-0.085,0.954,-0.303,-0.031,-0.671,0.732,73.333,15609.000,1.000
-6.357,3.261,3.231,-1.574,1.603,-0.646,-2.166,-2.311,-0.084,0.954,-0.303,0.061,-0.854,0.854,73.333,15610.000,1.000
-6.897,5.149,2.708,-1.958,2.103,2.157,-1.557,-1.597,-0.083,0.958,-0.305,0.061,-1.068,0.946,73.333,15611.000,1.000
-5.402,6.877,3.438,-0.504,2.902,4.740,-0.786,-0.136,-0.083,0.957,-0.306,0.061,-1.099,1.099,73.333,15612.000,1.000
-1.991,8.429,5.506,2.392,3.879,6.010,0.008,1.813,-0.083,0.956,-0.305,0.061,-1.160,1.099,73.333,15613.000,1.000
2.692,9.848,8.485,5.897,4.953,5.491,0.749,3.946,-0.081,0.955,-0.303,0.092,-1.343,1.099,73.333,15614.000,1.000
7.486,10.655,11.467,9.055,5.947,3.760,1.400,5.888,-0.079,0.954,-0.302,0.122,-1.373,1.129,73.333,15615.000,1.000
10.963,9.843,13.344,10.875,6.385,1.750,1.773,7.090,-0.078,0.954,-0.300,0.183,-1.465,1.160,73.333,15616.000,1.000
12.203,6.980,13.465,10.621,5.786,-0.002,1.419,6.843,-0.079,0.955,-0.307,0.214,-1.434,1.099,73.333,15617.000,1.000
11.422,3.082,12.136,8.358,4.240,-1.281,-0.034,4.687,-0.077,0.955,-0.306,0.244,-1.434,1.068,73.333,15618.000,1.000
9.624,-0.131,10.298,4.910,2.358,-2.033,-2.488,0.849,-0.074,0.956,-0.304,0.305,-1.526,0.977,73.333,15619.000,1.000
7.923,-1.334,8.953,1.400,0.879,-2.429,-5.262,-3.645,-0.074,0.957,-0.303,0.336,-1.343,0.885,73.333,15620.000,1.000
7.311,0.150,8.984,-0.890,0.593,-2.568,-7.219,-7.165,-0.073,0.958,-0.305,0.336,-1.343,0.885,73.333,15621.000,1.000
