EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator
-5.517,4.056,3.386,8.824,7.200,7.183,4.773,11.042,-0.084,0.977,-0.242,0.702,-0.641,0.427,60.000,26943.000,1.000
-2.377,8.180,7.515,12.207,10.626,10.363,9.956,14.094,-0.087,0.979,-0.243,0.824,-0.580,0.397,60.000,26944.000,1.000
2.516,12.438,12.163,15.913,14.339,14.048,15.605,17.498,-0.084,0.978,-0.241,0.824,-0.641,0.488,60.000,26945.000,1.000
6.196,14.569,14.363,17.010,16.899,17.585,19.234,20.165,-0.086,0.979,-0.242,0.763,-0.702,0.427,60.000,26946.000,1.000
7.961,14.622,14.165,15.763,18.036,20.433,20.767,21.546,-0.087,0.980,-0.242,0.763,-0.763,0.427,60.000,26947.000,1.000
8.699,13.911,13.462,14.225,17.948,21.774,21.341,21.394,-0.087,0.979,-0.242,0.793,-0.763,0.366,60.000,26948.000,1.000
8.504,12.595,12.742,12.758,16.280,20.696,20.759,19.300,-0.086,0.982,-0.242,0.671,-0.763,0.488,60.000,26949.000,1.000
6.241,9.424,10.404,9.492,12.410,16.990,17.409,14.989,-0.087,0.982,-0.243,0.519,-0.671,0.458,60.000,26950.000,1.000
1.697,4.088,5.543,3.463,6.774,11.666,10.902,9.133,-0.085,0.981,-0.243,0.488,-0.732,0.488,60.000,26951.000,1.000
-2.842,-1.114,0.239,-3.042,1.337,6.569,3.804,3.473,-0.085,0.979,-0.242,0.458,-0.702,0.519,60.000,26952.000,1.000
-4.360,-3.163,-2.255,-6.508,-1.869,3.131,-0.389,-0.281,-0.087,0.977,-0.242,0.397,-0.732,0.610,60.000,26953.000,1.000
-2.336,-1.726,-1.313,-6.148,-2.598,1.436,-0.803,-1.664,-0.085,0.975,-0.245,0.427,-0.824,0.671,60.000,26954.000,1.000
0.880,0.496,0.474,-4.482,-2.251,0.694,0.335,-1.380,-0.087,0.975,-0.243,0.427,-0.763,0.641,60.000,26955.000,1.000
2.981,0.918,0.633,-3.933,-2.159,0.213,0.631,-0.396,-0.087,0.974,-0.243,0.549,-0.793,0.641,60.000,26956.000,1.000
4.043,-0.378,-0.461,-4.082,-2.493,-0.342,-0.042,0.539,-0.087,0.974,-0.240,0.580,-0.824,0.610,60.000,26957.000,1.000
5.507,-1.510,-0.727,-2.969,-2.675,-1.064,-0.238,0.920,-0.086,0.976,-0.240,0.549,-0.824,0.610,60.000,26958.000,1.000
7.595,-1.502,0.533,-0.284,-2.385,-1.854,0.590,0.583,-0.087,0.978,-0.241,0.671,-0.916,0.610,60.000,26959.000,1.000
8.952,-1.085,1.932,2.144,-1.765,-2.437,1.259,-0.053,-0.087,0.979,-0.240,0.641,-0.763,0.488,60.000,26960.000,1.000
8.996,-0.684,2.579,3.262,-0.636,-2.361,0.756,0.076,-0.088,0.980,-0.239,0.610,-0.702,0.488,60.000,26961.000,1.000
9.391,1.142,4.008,4.797,1.808,-1.217,-0.007,2.009,-0.086,0.977,-0.237,0.397,-0.610,0.519,60.000,26962.000,1.000
12.203,6.010,8.287,9.098,5.927,0.834,0.677,5.579,-0.086,0.975,-0.240,0.458,-0.641,0.610,60.000,26963.000,1.000
17.041,12.930,14.733,15.525,10.614,3.005,2.864,9.192,-0.082,0.971,-0.244,0.488,-0.671,0.671,60.000,26964.000,1.000
21.089,18.525,19.928,20.456,14.016,4.684,4.787,11.204,-0.082,0.969,-0.248,0.732,-0.671,0.671,60.000,26965.000,1.000
22.144,20.357,21.319,21.158,15.250,6.040,5.202,11.326,-0.083,0.966,-0.243,0.916,-0.488,0.763,60.000,26966.000,1.000
20.857,19.249,19.857,18.668,15.020,7.598,5.001,10.524,-0.082,0.966,-0.246,1.068,-0.427,0.824,60.000,26967.000,1.000
19.524,17.878,18.467,16.189,14.592,9.471,5.968,9.921,-0.083,0.968,-0.245,1.221,-0.366,0.793,60.000,26968.000,1.000
19.147,17.566,18.455,15.216,14.455,11.252,8.331,9.969,-0.084,0.968,-0.245,1.465,-0.366,0.916,60.000,26969.000,1.000
18.557,17.228,18.395,14.348,14.142,12.486,10.293,10.398,-0.083,0.973,-0.246,1.587,-0.305,1.007,60.000,26970.000,1.000
16.686,15.600,16.770,12.081,13.251,13.084,10.261,10.719,-0.084,0.975,-0.243,1.648,-0.275,1.129,60.000,26971.000,1.000
14.705,13.547,14.583,9.516,12.295,13.340,9.005,10.758,-0.082,0.978,-0.241,1.617,-0.275,1.160,60.000,26972.000,1.000
14.783,13.111,14.186,9.026,12.157,13.602,8.778,10.689,-0.083,0.982,-0.241,1.465,-0.153,1.221,60.000,26973.000,1.000
17.088,14.651,15.907,10.733,12.861,13.997,10.395,10.641,-0.086,0.982,-0.239,1.373,-0.153,1.190,60.000,26974.000,1.000
19.305,16.176,17.302,11.901,13.438,14.508,12.239,10.523,-0.085,0.979,-0.241,1.312,-0.153,1.221,60.000,26975.000,1.000
19.331,15.767,16.141,10.269,13.055,15.071,12.502,10.222,-0.085,0.977,-0.244,1.251,-0.244,1.282,60.000,26976.000,1.000
17.584,13.718,13.097,6.894,11.851,15.404,11.467,9.756,-0.084,0.974,-0.244,1.160,-0.214,1.312,60.000,26977.000,1.000
15.978,11.619,10.587,4.728,10.462,14.965,10.783,9.157,-0.084,0.976,-0.247,1.160,-0.244,1.251,60.000,26978.000,1.000
15.123,9.902,9.412,4.847,9.048,13.305,10.903,8.354,-0.085,0.974,-0.245,1.221,-0.092,1.190,60.000,26979.000,1.000
13.669,7.439,7.908,5.470,7.248,10.602,10.391,7.424,-0.084,0.976,-0.245,1.282,-0.061,1.221,60.000,26980.000,1.000
10.738,3.843,4.799,4.991,5.188,7.903,8.236,6.911,-0.084,0.975,-0.244,1.221,-0.214,1.251,60.000,26981.000,1.000
7.840,1.014,1.619,4.537,3.933,6.587,5.847,7.534,-0.086,0.973,-0.246,1.038,-0.183,1.221,60.000,26982.000,1.000
7.316,1.387,1.104,6.362,4.476,7.322,5.642,9.410,-0.088,0.972,-0.245,1.007,-0.214,1.221,60.000,26983.000,1.000
9.309,4.995,3.666,10.352,6.518,9.605,8.001,11.783,-0.087,0.970,-0.245,1.007,-0.366,1.160,60.000,26984.000,1.000
11.393,9.173,6.714,13.586,8.664,12.331,10.717,13.648,-0.087,0.971,-0.247,1.160,-0.336,1.007,60.000,26985.000,1.000
